,day,daily_discharge
91,9/27/2006,0.0095
92,9/28/2006,0.012697917
93,9/29/2006,0.009625
94,9/30/2006,0.009
95,10/1/2006,0.010010417
96,10/2/2006,0.016270833
97,10/3/2006,0.012354167
98,10/4/2006,0.009854167
99,10/5/2006,0.01521875
100,10/6/2006,0.010020833
101,10/7/2006,0.00984375
102,10/8/2006,0.009
103,10/9/2006,0.03034375
104,10/10/2006,0.06571875
105,10/11/2006,0.1245
106,10/12/2006,0.107010417
107,10/13/2006,0.028177083
108,10/14/2006,0.025583333
109,10/15/2006,0.010447917
110,10/16/2006,0.010052083
111,10/17/2006,0.00946875
112,10/18/2006,0.009
113,10/19/2006,0.015333333
114,10/20/2006,0.01
115,10/21/2006,0.009
116,10/22/2006,0.009010417
117,10/23/2006,0.009114583
118,10/24/2006,0.009427083
119,10/25/2006,0.009864583
120,10/26/2006,0.009822917
121,10/27/2006,0.00921875
122,10/28/2006,0.012333333
123,10/29/2006,0.009385417
124,10/30/2006,0.011791667
125,10/31/2006,0.012208333
126,11/1/2006,0.0095625
127,11/2/2006,0.00903125
128,11/3/2006,0.014552083
129,11/4/2006,0.009166667
130,11/5/2006,0.009697917
131,11/6/2006,0.010520833
132,11/7/2006,0.011041667
133,11/8/2006,0.0114375
134,11/9/2006,0.012229167
135,11/10/2006,0.012427083
136,11/11/2006,0.01209375
137,11/12/2006,0.011260417
138,11/13/2006,0.009854167
139,11/14/2006,0.009708333
140,11/15/2006,0.0120625
141,11/16/2006,0.012541667
142,11/17/2006,0.012822917
143,11/18/2006,0.01440625
144,11/19/2006,0.0160625
145,11/20/2006,0.016791667
146,11/21/2006,0.014260417
147,11/22/2006,0.013510417
148,11/23/2006,0.010333333
149,11/24/2006,0.012052083
150,11/25/2006,0.012770833
151,11/26/2006,0.016166667
152,11/27/2006,0.178072917
153,11/28/2006,0.04528125
154,11/29/2006,0.078427083
155,11/30/2006,0.01884375
156,12/1/2006,0.202572917
157,12/2/2006,0.05009375
158,12/3/2006,0.020166667
159,12/4/2006,0.018802083
160,12/5/2006,0.122197917
161,12/6/2006,0.204135417
162,12/7/2006,0.028635417
163,12/8/2006,0.016739583
164,12/9/2006,0.01534375
165,12/10/2006,0.012635417
166,12/11/2006,0.012197917
167,12/12/2006,0.01290625
168,12/13/2006,0.010947917
169,12/14/2006,0.010229167
170,12/15/2006,0.009322917
171,12/16/2006,0.009708333
172,12/17/2006,0.091104167
173,12/18/2006,0.014020833
174,12/19/2006,0.009677083
175,12/20/2006,0.009
176,12/21/2006,0.009
177,12/22/2006,0.0101875
178,12/23/2006,0.012302083
179,12/24/2006,0.009052083
180,12/25/2006,0.009
181,12/26/2006,0.00921875
182,12/27/2006,0.009
183,12/28/2006,0.010395833
184,12/29/2006,0.01865625
185,12/30/2006,0.037729167
186,12/31/2006,0.02340625
187,1/1/2007,0.0519375
188,1/2/2007,0.010583333
189,1/3/2007,0.010197917
190,1/4/2007,0.012208333
191,1/5/2007,0.010458333
192,1/6/2007,0.009
193,1/7/2007,0.010177083
194,1/8/2007,0.011666667
195,1/9/2007,0.009
196,1/10/2007,0.009104167
197,1/11/2007,0.009510417
198,1/12/2007,0.0095
199,1/13/2007,0.0215625
200,1/14/2007,0.027010417
201,1/15/2007,0.013427083
202,1/16/2007,0.012302083
203,1/17/2007,0.009
204,1/18/2007,0.027197917
205,1/19/2007,0.0160625
206,1/20/2007,0.041260417
207,1/21/2007,0.009375
208,1/22/2007,0.009
209,1/23/2007,0.009
210,1/24/2007,0.009208333
211,1/25/2007,0.009760417
212,1/26/2007,0.010083333
213,1/27/2007,0.010229167
214,1/28/2007,0.010854167
215,1/29/2007,0.011333333
216,1/30/2007,0.012041667
217,1/31/2007,0.013322917
218,2/1/2007,0.013614583
219,2/2/2007,0.01146875
220,2/3/2007,0.011333333
221,2/4/2007,0.01221875
222,2/5/2007,0.011
223,2/6/2007,0.0114375
224,2/7/2007,0.013947917
225,2/8/2007,0.014181818
226,3/27/2007,0.012459016
227,3/28/2007,0.233260417
228,3/29/2007,0.028416667
229,3/30/2007,0.0585
230,3/31/2007,0.009947917
231,4/1/2007,0.009479167
232,4/2/2007,0.010979167
233,4/3/2007,0.012333333
234,4/4/2007,0.018489583
235,4/5/2007,0.009979167
236,4/6/2007,0.012541667
237,4/7/2007,0.014177083
238,4/8/2007,0.014791667
239,4/9/2007,0.016177083
240,4/10/2007,0.016416667
241,4/11/2007,0.017520833
242,4/12/2007,0.0185625
243,4/13/2007,0.017947917
244,4/14/2007,0.0195
245,4/15/2007,0.019927083
246,4/16/2007,0.018145833
247,4/17/2007,0.017572917
248,4/18/2007,0.0115
249,4/19/2007,0.014645833
250,4/20/2007,0.016833333
251,4/21/2007,0.0134375
252,4/22/2007,0.125177083
253,4/23/2007,0.23328125
254,4/24/2007,0.28346875
255,4/25/2007,0.065479167
256,4/26/2007,0.21065625
257,4/27/2007,0.05509375
258,4/28/2007,0.018572917
259,4/29/2007,0.011697917
260,4/30/2007,0.104739583
261,5/1/2007,0.133791667
262,5/2/2007,0.03915625
263,5/3/2007,0.027020833
264,5/4/2007,0.012635417
265,5/5/2007,0.010416667
266,5/6/2007,0.009395833
267,5/7/2007,0.009
268,5/8/2007,0.009
269,5/9/2007,0.009
270,5/10/2007,0.009010417
271,5/11/2007,0.009145833
272,5/12/2007,0.009729167
273,5/13/2007,0.010395833
274,5/14/2007,0.010802083
275,5/15/2007,0.011083333
276,5/16/2007,0.012010417
277,5/17/2007,0.011927083
278,5/18/2007,0.012364583
279,5/19/2007,0.01271875
280,5/20/2007,0.01253125
281,5/21/2007,0.012833333
282,5/22/2007,0.01240625
283,5/23/2007,0.013135417
284,5/24/2007,0.01190625
285,5/25/2007,0.012447917
286,5/26/2007,0.014166667
287,5/27/2007,0.014510417
288,5/28/2007,0.012989583
289,5/29/2007,0.01465625
290,5/30/2007,0.015916667
291,5/31/2007,0.01196875
292,6/1/2007,0.01340625
293,6/2/2007,0.009864583
294,6/3/2007,0.013239583
295,6/4/2007,0.015677083
296,6/5/2007,0.017708333
297,6/6/2007,0.018239583
298,6/7/2007,0.015864583
299,6/8/2007,0.095010417
300,6/9/2007,0.01378125
301,6/10/2007,0.010354167
302,6/11/2007,0.01071875
303,6/12/2007,0.011385417
304,6/13/2007,0.011635417
305,6/14/2007,0.015302083
306,6/15/2007,0.017666667
307,6/16/2007,0.018333333
308,6/17/2007,0.012291667
309,6/18/2007,0.014270833
310,6/19/2007,0.017645833
311,6/20/2007,0.010833333
312,6/21/2007,0.015635417
313,6/22/2007,0.01953125
314,6/23/2007,0.019677083
315,6/24/2007,0.0194375
316,6/25/2007,0.018416667
317,6/26/2007,0.018395833
318,6/27/2007,0.014958333
319,6/28/2007,0.02734375
320,6/29/2007,0.011427083
321,6/30/2007,0.01621875
322,7/1/2007,0.01765625
323,7/2/2007,0.019614583
324,7/3/2007,0.020885417
325,7/4/2007,0.019885417
326,7/5/2007,0.019791667
327,7/6/2007,0.025229167
328,7/7/2007,0.0173125
329,7/8/2007,0.01665625
330,7/9/2007,0.0214375
331,7/10/2007,0.020875
332,7/11/2007,0.01628125
333,7/12/2007,0.016135417
334,7/13/2007,0.021375
335,7/14/2007,0.021291667
336,7/15/2007,0.014614583
337,7/16/2007,0.025427083
338,7/17/2007,0.149885417
339,7/18/2007,0.012854167
340,7/19/2007,0.056552083
341,7/20/2007,0.011489583
342,7/21/2007,0.009427083
343,7/22/2007,0.01984375
344,7/23/2007,0.014572917
345,7/24/2007,0.00984375
346,7/25/2007,0.01134375
347,7/26/2007,0.011625
348,8/4/2007,0.010355556
349,8/5/2007,0.009854167
350,8/6/2007,0.009447917
351,8/7/2007,0.009385417
352,8/8/2007,0.011583333
353,8/9/2007,0.00915625
354,8/10/2007,0.0090625
355,8/11/2007,0.00903125
356,8/12/2007,0.009989583
357,8/13/2007,0.010052083
358,8/14/2007,0.010052083
359,8/15/2007,0.01040625
360,8/16/2007,0.01025
361,8/17/2007,0.01015625
362,8/18/2007,0.01015625
363,8/19/2007,0.009
364,8/20/2007,0.009447917
365,8/21/2007,0.009072917
366,8/22/2007,0.009197917
367,8/23/2007,0.009916667
368,8/24/2007,0.010322917
369,8/25/2007,0.00909375
370,8/26/2007,0.009291667
371,8/27/2007,0.009958333
372,8/28/2007,0.0099375
373,8/29/2007,0.0099375
374,8/30/2007,0.010208333
375,8/31/2007,0.00925
376,9/1/2007,0.00975
377,9/2/2007,0.009864583
378,9/3/2007,0.009260417
379,9/4/2007,0.009822917
380,9/5/2007,0.01021875
381,9/6/2007,0.010645833
382,9/7/2007,0.010958333
383,9/8/2007,0.01046875
384,9/9/2007,0.01078125
385,9/10/2007,0.010958333
386,9/11/2007,0.010666667
387,9/12/2007,0.011239583
388,9/13/2007,0.010979167
389,9/14/2007,0.0104375
390,9/15/2007,0.011458333
391,9/16/2007,0.009125
392,9/17/2007,0.009635417
393,9/18/2007,0.010416667
394,9/19/2007,0.010989583
395,9/20/2007,0.01034375
396,9/21/2007,0.0106875
397,9/22/2007,0.0101875
398,9/23/2007,0.010333333
399,9/24/2007,0.0095625
400,9/25/2007,0.01003125
401,9/26/2007,0.009520833
402,9/27/2007,0.010354167
403,9/28/2007,0.01746875
404,9/29/2007,0.009
405,9/30/2007,0.009833333
406,10/1/2007,0.011645833
407,10/2/2007,0.0090625
408,10/3/2007,0.00975
409,10/4/2007,0.00953125
410,10/5/2007,0.009083333
411,10/6/2007,0.009645833
412,10/7/2007,0.01
413,10/8/2007,0.01
414,10/9/2007,0.010020833
415,10/10/2007,0.010270833
416,10/11/2007,0.009875
417,10/12/2007,0.0101875
418,10/13/2007,0.010364583
419,10/14/2007,0.009822917
420,10/15/2007,0.010697917
421,10/16/2007,0.01096875
422,10/17/2007,0.011
423,10/18/2007,0.011
424,10/19/2007,0.011010417
425,10/20/2007,0.011020833
426,10/21/2007,0.010885417
427,10/22/2007,0.011
428,10/23/2007,0.009958333
429,10/24/2007,0.009885417
430,10/25/2007,0.009635417
431,10/26/2007,0.011760417
432,10/27/2007,0.017916667
433,10/28/2007,0.026635417
434,10/29/2007,0.015354167
435,10/30/2007,0.01025
436,10/31/2007,0.009
437,11/1/2007,0.009
438,11/2/2007,0.009
439,11/3/2007,0.009020833
440,11/4/2007,0.009104167
441,11/5/2007,0.0095625
442,11/6/2007,0.009979167
443,11/7/2007,0.01
444,11/8/2007,0.01
445,11/9/2007,0.01
446,11/10/2007,0.010010417
447,11/11/2007,0.010145833
448,11/12/2007,0.010125
449,11/13/2007,0.012270833
450,11/14/2007,0.009479167
451,11/15/2007,0.01
452,11/16/2007,0.01
453,11/17/2007,0.010083333
454,11/18/2007,0.010395833
455,11/19/2007,0.00928125
456,11/20/2007,0.009760417
457,11/21/2007,0.009510417
458,11/22/2007,0.015333333
459,11/23/2007,0.009010417
460,11/24/2007,0.009
461,11/25/2007,0.009208333
462,11/26/2007,0.00940625
463,11/27/2007,0.009989583
464,11/28/2007,0.009895833
465,11/29/2007,0.009
466,11/30/2007,0.010020833
467,12/1/2007,0.01409375
468,12/2/2007,0.01703125
469,12/3/2007,0.009072917
470,12/4/2007,0.009
471,12/5/2007,0.009229167
472,12/6/2007,0.009
473,12/7/2007,0.009
474,12/8/2007,0.009416667
475,12/9/2007,0.010270833
476,12/10/2007,0.013489583
477,12/11/2007,0.03671875
478,12/12/2007,0.016333333
479,12/13/2007,0.009916667
480,12/14/2007,0.014177083
481,12/15/2007,0.015104167
482,12/16/2007,0.009114583
483,12/17/2007,0.009
484,12/18/2007,0.009
485,12/19/2007,0.009
486,12/20/2007,0.009
487,12/21/2007,0.009
488,12/22/2007,0.009
489,12/23/2007,0.009
490,12/24/2007,0.009
491,12/25/2007,0.009
492,12/26/2007,0.009
493,12/27/2007,0.01084375
494,12/28/2007,0.011010417
495,12/29/2007,0.009
496,12/30/2007,0.009
497,12/31/2007,0.009
498,1/1/2008,0.009
499,1/2/2008,0.009010417
500,1/3/2008,0.009
501,1/4/2008,0.009520833
502,1/5/2008,0.012125
503,1/6/2008,0.014739583
504,1/7/2008,0.009135417
505,1/8/2008,0.009
506,1/9/2008,0.009
507,1/10/2008,0.017322917
508,1/11/2008,0.009395833
509,1/12/2008,0.009
510,1/30/2008,0.009
511,1/31/2008,0.009
512,2/1/2008,0.009510417
513,2/2/2008,0.009
514,2/3/2008,0.011666667
515,2/4/2008,0.013
516,2/5/2008,0.009010417
517,2/6/2008,0.0296875
518,2/7/2008,0.019479167
519,2/8/2008,0.029510417
520,2/9/2008,0.01421875
521,2/10/2008,0.0090625
522,2/11/2008,0.009
523,2/12/2008,0.009
524,2/13/2008,0.009010417
525,2/14/2008,0.011
526,2/15/2008,0.009072917
527,2/16/2008,0.00903125
528,2/17/2008,0.017020833
529,2/18/2008,0.01115625
530,2/19/2008,0.0095
531,2/20/2008,0.01
532,2/21/2008,0.037083333
533,2/22/2008,0.014
534,2/23/2008,0.009
535,2/24/2008,0.009
536,2/25/2008,0.009020833
537,2/26/2008,0.009145833
538,2/27/2008,0.009125
539,2/28/2008,0.009541667
540,2/29/2008,0.015625
541,3/1/2008,0.009239583
542,3/2/2008,0.009947917
543,3/3/2008,0.039041667
544,3/4/2008,0.009375
545,3/5/2008,0.00978125
546,3/6/2008,0.009708333
547,3/7/2008,0.014510417
548,3/8/2008,0.009010417
549,3/9/2008,0.0090625
550,3/10/2008,0.009041667
551,3/11/2008,0.009041667
552,3/12/2008,0.010177083
553,3/13/2008,0.010552083
554,3/14/2008,0.011104167
555,3/15/2008,0.011697917
556,3/16/2008,0.011625
557,3/17/2008,0.01025
558,3/18/2008,0.013364583
559,3/19/2008,0.00965625
560,3/20/2008,0.010104167
561,3/21/2008,0.01371875
562,3/22/2008,0.009510417
563,3/23/2008,0.009333333
564,3/24/2008,0.010114583
565,3/25/2008,0.0105625
566,3/26/2008,0.010197917
567,3/27/2008,0.01134375
568,3/28/2008,0.010333333
569,3/29/2008,0.01290625
570,3/30/2008,0.01359375
571,3/31/2008,0.013520833
572,4/1/2008,0.012239583
573,4/2/2008,0.077072917
574,4/3/2008,0.23965625
575,4/4/2008,0.038885417
576,4/5/2008,0.010197917
577,4/6/2008,0.014802083
578,4/7/2008,0.011385417
579,4/8/2008,0.02021875
580,4/9/2008,0.02153125
581,4/10/2008,0.009010417
582,4/11/2008,0.0094375
583,4/12/2008,0.010114583
584,4/13/2008,0.010510417
585,4/14/2008,0.010197917
586,4/15/2008,0.009364583
587,4/16/2008,0.010625
588,4/17/2008,0.010895833
589,4/18/2008,0.01165625
590,4/19/2008,0.01203125
591,4/20/2008,0.012510417
592,4/21/2008,0.013145833
593,4/22/2008,0.011416667
594,4/23/2008,0.013104167
595,4/24/2008,0.0136875
596,4/25/2008,0.021489583
597,4/26/2008,0.010541667
598,4/27/2008,0.04475
599,4/28/2008,0.086885417
600,4/29/2008,0.0114375
601,4/30/2008,0.009572917
602,5/1/2008,0.009947917
603,5/2/2008,0.01025
604,5/3/2008,0.009895833
605,5/4/2008,0.009895833
606,5/5/2008,0.010479167
607,5/6/2008,0.01159375
608,5/7/2008,0.012072917
609,5/8/2008,0.0125
610,5/9/2008,0.013010417
611,5/10/2008,0.013427083
612,5/11/2008,0.013947917
613,5/12/2008,0.01371875
614,5/13/2008,0.01434375
615,5/14/2008,0.015208333
616,5/15/2008,0.015072917
617,5/16/2008,0.014291667
618,5/17/2008,0.0153125
619,5/18/2008,0.015802083
620,5/19/2008,0.016020833
621,5/20/2008,0.016427083
622,5/21/2008,0.016416667
623,5/22/2008,0.015791667
624,5/23/2008,0.013354167
625,5/24/2008,0.014041667
626,5/25/2008,0.015385417
627,5/26/2008,0.016489583
628,5/27/2008,0.01503125
629,5/28/2008,0.018541667
630,5/29/2008,0.0124375
631,5/30/2008,0.017114583
632,5/31/2008,0.0158125
633,6/1/2008,0.01215625
634,6/2/2008,0.014041667
635,6/3/2008,0.062125
636,6/4/2008,0.036895833
637,6/5/2008,0.0331875
638,6/6/2008,0.010458333
639,6/7/2008,0.013635417
640,6/8/2008,0.016302083
641,6/9/2008,0.017541667
642,6/10/2008,0.018322917
643,6/11/2008,0.0175625
644,6/12/2008,0.01759375
645,6/13/2008,0.012458333
646,6/14/2008,0.013635417
647,6/15/2008,0.014354167
648,6/16/2008,0.019958333
649,6/17/2008,0.019458333
650,6/18/2008,0.018885417
651,6/19/2008,0.019083333
652,6/20/2008,0.017
653,6/21/2008,0.0166875
654,6/22/2008,0.01728125
655,6/23/2008,0.021114583
656,6/24/2008,0.0116875
657,6/25/2008,0.018822917
658,6/26/2008,0.017572917
659,6/27/2008,0.015947917
660,6/28/2008,0.017364583
661,6/29/2008,0.012041667
662,6/30/2008,0.014052083
663,7/1/2008,0.017020833
664,7/2/2008,0.0103125
665,7/3/2008,0.01421875
666,7/4/2008,0.01634375
667,7/5/2008,0.03634375
668,7/6/2008,0.010052083
669,7/7/2008,0.0158125
670,7/8/2008,0.017791667
671,7/9/2008,0.013447917
672,7/10/2008,0.024833333
673,7/11/2008,0.011385417
674,7/12/2008,0.013020833
675,7/13/2008,0.015729167
676,7/14/2008,0.018072917
677,7/15/2008,0.01175
678,7/16/2008,0.011177083
679,7/17/2008,0.012927083
680,7/18/2008,0.011572917
681,7/19/2008,0.014510417
682,7/20/2008,0.017166667
683,7/21/2008,0.017572917
684,7/22/2008,0.018822917
685,7/23/2008,0.01896875
686,7/24/2008,0.0166875
687,7/25/2008,0.017322917
688,7/26/2008,0.02065625
689,7/27/2008,0.022239583
690,7/28/2008,0.0225625
691,7/29/2008,0.022770833
692,7/30/2008,0.020385417
693,7/31/2008,0.027364583
694,8/1/2008,0.168447917
695,8/2/2008,0.06165625
696,8/3/2008,0.015489583
697,8/4/2008,0.009604167
698,8/5/2008,0.01025
699,8/6/2008,0.01125
700,8/7/2008,0.01353125
701,8/8/2008,0.014125
702,8/9/2008,0.012395833
703,8/10/2008,0.014583333
704,8/11/2008,0.015927083
705,8/12/2008,0.017416667
706,8/13/2008,0.017927083
707,8/14/2008,0.016020833
708,8/15/2008,0.092875
709,8/16/2008,0.012770833
710,8/17/2008,0.011666667
711,8/18/2008,0.013604167
712,8/19/2008,0.014989583
713,8/20/2008,0.01509375
714,8/21/2008,0.014708333
715,8/22/2008,0.013833333
716,8/23/2008,0.014104167
717,8/24/2008,0.016802083
718,8/25/2008,0.060645833
719,8/26/2008,0.01303125
720,8/27/2008,0.011072917
721,8/28/2008,0.011927083
722,8/29/2008,0.015083333
723,8/30/2008,0.016333333
724,8/31/2008,0.016177083
725,9/1/2008,0.013989583
726,9/2/2008,0.0098125
727,9/3/2008,0.405895833
728,9/4/2008,0.0305625
729,9/5/2008,0.020822917
730,9/6/2008,0.009041667
731,9/7/2008,0.132875
732,9/8/2008,0.048989583
733,9/9/2008,0.017114583
734,9/10/2008,0.01003125
735,9/11/2008,0.009
736,9/12/2008,0.019041667
737,9/13/2008,0.009
738,9/14/2008,0.013177083
739,9/15/2008,0.009125
740,9/16/2008,0.00925
741,9/17/2008,0.009697917
742,9/18/2008,0.010041667
743,9/19/2008,0.020020833
744,9/20/2008,0.024083333
745,9/21/2008,0.355125
746,9/22/2008,0.43225
747,9/23/2008,0.124177083
748,9/24/2008,0.050020833
749,9/25/2008,0.019645833
750,9/26/2008,0.015802083
751,9/27/2008,0.011395833
752,9/28/2008,0.0104375
753,9/29/2008,0.009270833
754,9/30/2008,0.009010417
755,10/1/2008,0.009
756,10/2/2008,0.009010417
757,10/3/2008,0.009
758,10/4/2008,0.009
759,10/5/2008,0.009
760,10/6/2008,0.061208333
761,10/7/2008,0.009791667
762,10/8/2008,0.0095
763,10/9/2008,0.009
764,10/10/2008,0.013375
765,10/11/2008,0.035510417
766,10/12/2008,0.067572917
767,10/13/2008,0.296802083
768,10/14/2008,0.061322917
769,10/15/2008,0.110375
770,10/16/2008,0.11471875
771,10/17/2008,0.022604167
772,10/18/2008,0.0148125
773,10/19/2008,0.012364583
774,10/20/2008,0.01065625
775,10/21/2008,0.009625
776,10/22/2008,0.009020833
777,10/23/2008,0.0190625
778,10/24/2008,0.01109375
779,10/25/2008,0.009
780,10/26/2008,0.009020833
781,10/27/2008,0.009
782,10/28/2008,0.009
783,10/29/2008,0.017385417
784,10/30/2008,0.01690625
785,10/31/2008,0.01309375
786,11/1/2008,0.014854167
787,11/2/2008,0.0095625
788,11/3/2008,0.009
789,11/4/2008,0.009
790,11/5/2008,0.009
791,11/6/2008,0.009208333
792,11/7/2008,0.009458333
793,11/8/2008,0.01190625
794,11/9/2008,0.009010417
795,11/10/2008,0.009229167
796,11/11/2008,0.009552083
797,11/12/2008,0.00928125
798,11/13/2008,0.059770833
799,11/14/2008,0.029989583
800,11/15/2008,0.028958333
801,11/16/2008,0.010875
802,11/17/2008,0.009395833
803,11/18/2008,0.009
804,11/19/2008,0.009
805,11/20/2008,0.009
806,11/21/2008,0.00903125
807,11/22/2008,0.011291667
808,11/23/2008,0.029072917
809,11/24/2008,0.01121875
810,11/25/2008,0.009020833
811,11/26/2008,0.00975
812,11/27/2008,0.01015625
813,11/28/2008,0.010458333
814,11/29/2008,0.010458333
815,11/30/2008,0.011083333
816,12/1/2008,0.055239583
817,12/2/2008,0.034916667
818,12/3/2008,0.028291667
819,12/4/2008,0.059270833
820,12/5/2008,0.0135625
821,12/6/2008,0.009645833
822,12/7/2008,0.012614583
823,12/8/2008,0.010260417
824,12/9/2008,0.009791667
825,12/10/2008,0.011145833
826,12/11/2008,0.015291667
827,12/12/2008,0.009010417
828,12/13/2008,0.033895833
829,12/14/2008,0.010041667
830,12/15/2008,0.009125
831,12/16/2008,0.035791667
832,12/17/2008,0.009322917
833,12/18/2008,0.009
834,12/19/2008,0.0091875
835,12/20/2008,0.038114583
836,12/21/2008,0.009
837,12/22/2008,0.009
838,12/23/2008,0.009052083
839,12/24/2008,0.0203125
840,12/25/2008,0.039020833
841,12/26/2008,0.019375
842,12/27/2008,0.080385417
843,12/28/2008,0.017875
844,12/29/2008,0.020333333
845,12/30/2008,0.025020833
846,12/31/2008,0.009489583
847,1/1/2009,0.009
848,1/2/2009,0.009
849,1/3/2009,0.010458333
850,1/4/2009,0.009
851,1/5/2009,0.009010417
852,1/6/2009,0.009041667
853,1/7/2009,0.009354167
854,1/8/2009,0.009166667
855,1/9/2009,0.009364583
856,1/10/2009,0.011125
857,1/11/2009,0.012395833
858,1/12/2009,0.00928125
859,1/13/2009,0.009354167
860,1/14/2009,0.009427083
861,1/15/2009,0.009385417
862,1/16/2009,0.04846875
863,1/17/2009,0.146322917
864,1/18/2009,0.012645833
865,1/19/2009,0.009072917
866,1/20/2009,0.009
867,1/21/2009,0.030083333
868,1/22/2009,0.010927083
869,1/23/2009,0.009229167
870,1/24/2009,0.009
871,1/25/2009,0.009208333
872,1/26/2009,0.009416667
873,1/27/2009,0.009645833
874,1/28/2009,0.0135
875,1/29/2009,0.00975
876,1/30/2009,0.012770833
877,1/31/2009,0.009020833
878,2/1/2009,0.009614583
879,2/2/2009,0.0099375
880,2/3/2009,0.010541667
881,2/4/2009,0.010447917
882,2/5/2009,0.010739583
883,2/6/2009,0.011354167
884,2/7/2009,0.02465625
885,2/8/2009,0.014364583
886,2/9/2009,0.015375
887,2/10/2009,0.066927083
888,2/11/2009,0.04425
889,2/12/2009,0.009322917
890,2/13/2009,0.009
891,2/14/2009,0.00903125
892,2/15/2009,0.0093125
893,2/16/2009,0.009729167
894,2/17/2009,0.0100625
895,2/18/2009,0.010041667
896,2/19/2009,0.034145833
897,2/20/2009,0.016479167
898,2/21/2009,0.00940625
899,2/22/2009,0.010072917
900,2/23/2009,0.0105625
901,2/24/2009,0.0108125
902,2/25/2009,0.011351648
903,3/5/2009,0.354535714
904,3/6/2009,0.095552083
905,3/7/2009,0.011760417
906,3/8/2009,0.00915625
907,3/9/2009,0.009
908,3/10/2009,0.009
909,3/11/2009,0.009291667
910,3/12/2009,0.009604167
911,3/13/2009,0.009854167
912,3/14/2009,0.01134375
913,3/15/2009,0.01371875
914,3/16/2009,0.027333333
915,3/17/2009,0.048958333
916,3/18/2009,0.009041667
917,3/19/2009,0.009072917
918,3/20/2009,0.009458333
919,3/21/2009,0.009604167
920,3/22/2009,0.02571875
921,3/23/2009,0.0426875
922,3/24/2009,0.030197917
923,3/25/2009,0.13296875
924,3/26/2009,0.05453125
925,3/27/2009,0.01234375
926,3/28/2009,0.00959375
927,3/29/2009,0.009
928,3/30/2009,0.009
929,3/31/2009,0.04346875
930,4/1/2009,0.013125
931,4/2/2009,0.009
932,4/3/2009,0.009
933,4/4/2009,0.009
934,4/5/2009,0.009
935,4/6/2009,0.009010417
936,4/7/2009,0.009166667
937,4/8/2009,0.009375
938,4/9/2009,0.009416667
939,4/10/2009,0.009114583
940,4/11/2009,0.0096875
941,4/12/2009,0.010052083
942,4/13/2009,0.010260417
943,4/14/2009,0.010020833
944,4/15/2009,0.00934375
945,4/16/2009,0.010322917
946,4/17/2009,0.01084375
947,4/18/2009,0.010572917
948,4/19/2009,0.017520833
949,4/20/2009,0.0100625
950,4/21/2009,0.040958333
